Wind Speed (m/s),Actual Blade Angle,Predicted Blade Angle,Power Output (Actual) (W),Power Output (Predicted) (W),Difference in Power Output (W)
8.221773148,2.36650956588499,3.21824733331791,639373.427136729,653947.399972623,14573.9728358937
2.369249105,0.704205722056849,1.44833937951852,14619.318688489,14924.0090426156,304.690354126617
0.750108182,-0.123317211333592,0.0993724372699451,453.19223590248,456.085894693785,2.89365879130486
2.407417059,0.067456563191216,0.565095276791088,15063.7760375222,15277.5445529479,213.768515425716
9.375276566,5.73565912677466,5.89997368345377,1033481.230384,1037649.96151164,4168.73112764047
11.81665993,2.33282657280579,1.94275505013286,1896490.47575572,1876675.02122082,-19815.4545348999
7.625058174,1.44281452746303,0.86442146758149,497412.822515785,489518.258713025,-7894.56380276039
4.322276115,-0.103966431297025,0.72659592433077,86753.932154762,88818.7671197036,2064.83496494158
13.42146969,9.82606182446755,9.50423084805543,3336617.26107657,3312661.84881549,-23955.4122610805
8.877644539,3.30973309130931,2.7622038477381,825235.616315366,813441.208046004,-11794.4082693618
8.42959404,7.94042729712842,8.71014236073042,791884.647507266,806079.325580771,14194.6780735053
23.88027,5.30569995317216,6.12087903916788,16898951.0316929,17240730.7668745,341779.73518154
2.666775942,1.71152926518271,1.4006405000133,21435.6986581427,21254.1720908827,-181.526567259996
5.959517002,2.36391755865292,2.0435816856732,243478.813136613,241391.371474861,-2087.44166175154
9.755931854,6.59491869383295,6.66787356003846,1189110.28497842,1191195.90948421,2085.62450578972
13.98104,2.12852015423853,3.11858618811766,3123932.60542233,3207235.13274924,83302.5273269098
12.39433002,3.99596749644984,5.10485773429837,2285938.00803859,2350940.99435177,65002.9863131791
0.755873322,0.529925562579284,0.295170169939598,472.407660739532,469.286341341112,-3.1213193984201
8.199533463,3.70520331827491,3.06923529003483,656919.815906881,646125.918337123,-10793.8975697585
9.455929756,7.43971117993191,7.57602714793473,1104741.61342485,1108290.03348333,3548.4200584807
9.390207291,12.1620082642073,12.2714415894947,1202246.19203429,1205035.84844314,2789.65640884941
3.322007895,0.940666584195573,1.30392369531907,40566.1404467084,40976.1478391306,410.007392422194
7.75512886,7.24903830352266,6.79725318110024,606679.701995607,600192.24395057,-6487.45804503746
18.20610046,7.84575435559582,8.16045859402057,7960386.95864309,8018856.40452084,58469.4458777551
7.691335201,1.75958727221206,1.43373270517068,514933.830356501,510369.210544444,-4564.61981205706
8.936219215,2.70286168524894,2.64625429087204,828345.158511928,827101.474107822,-1243.68440410518
7.776587009,1.72209536241844,2.06575997844269,531704.262756258,536680.229936104,4975.96717984648
12.39410973,6.93061989691627,7.2048579580946,2457835.8525038,2473910.79106999,16074.9385661907
3.553103924,0.916746777429341,0.522892994901904,49601.670739755,49057.7516102861,-543.919129468872
9.834207535,1.58972277088118,1.49756072424859,1071402.87625271,1068704.23099481,-2698.64525789931
7.474759102,1.18908477732381,1.81752244516796,465312.568716184,473392.904190316,8080.33547413169
4.252457142,2.67388232508968,2.80311728142425,89194.0315542744,89499.9991387605,305.96758448609
16.58875084,5.67260178287936,5.22578764977184,5716347.06287611,5653549.39207366,-62797.6708024563
9.135839462,6.18981101433633,6.23430863769544,966965.009669344,968009.628319979,1044.61865063489
6.019690037,4.15349165469146,3.49237293279346,262947.14970592,258507.206390686,-4439.94331523354
14.24271965,8.50134469453885,8.93152084379593,3869519.51208248,3907784.42124497,38264.909162492
5.409068108,1.36068209098654,1.17239732518989,177163.786053427,176246.387367637,-917.39868579054
1.31596899,1.63568792384787,1.26669245764213,2570.49580228838,2544.60571121333,-25.8900910750435
6.680156231,1.30694118177879,1.30195572515042,333215.42856839,333169.673376326,-45.7551920640399
7.990052223,2.43272698632716,2.32099778928378,587862.695855081,586108.043382029,-1754.65247305203
7.794243813,4.23851744961476,3.66032813351243,572018.575758525,563589.739741967,-8428.83601655811
18.47801971,13.417779821978,13.2909880586191,9404738.63745215,9380110.4244247,-24628.2130274456
9.135228157,1.23614977934415,1.32825149047732,850502.948045571,852664.678177381,2161.73013181018
2.116952896,0.269020528026551,0.275094840651502,10301.5497564859,10303.3239717265,1.77421524061356
11.43842983,2.12240285274142,2.27378437408884,1710452.02634251,1717427.08210511,6975.05576259852
12.82781029,5.28200385400778,4.55208295383095,2617846.8385753,2570410.73961996,-47436.0989553365
6.260017872,0.722680325721951,1.06394707010186,269802.728931092,272380.214665297,2577.48573420534
7.746078014,1.61616522545429,1.72269518366997,523955.06210016,525479.441033037,1524.37893287698
10.88311958,11.2120036100074,11.6303172259316,1833963.05829404,1850564.19346361,16601.1351695696
4.146900177,2.92596930558989,2.22001978963122,83268.9358613611,81718.9777181144,-1549.95814324665
11.36118984,10.7142080243135,11.1369962841279,2063945.53233968,2083033.95096668,19088.4186269953
3.584656954,0.44610598438546,0.614419227718733,50267.4570288977,50506.148374299,238.69134540129
3.939039946,7.01637793958111,6.34970023919368,79061.5542159284,77807.0773252853,-1254.4768906431
8.562436104,8.92053465831996,7.87666604511095,848858.361188988,828683.365433617,-20174.9957553709
11.05107975,4.91868059877934,4.17546245911238,1658692.56903756,1627810.52617071,-30882.0428668482
15.16473007,4.20678844290571,4.98758126856241,4209600.70844229,4293433.79354227,83833.0850999821
13.91331005,4.19506814802809,3.18114797691165,3250112.50869663,3166036.76175521,-84075.7469414217
9.565041542,1.71934971782369,0.921278395918101,989307.142734756,967805.191713284,-21501.9510214726
7.074561119,3.46035541094077,3.60279834345878,419263.816700861,420816.614820157,1552.79811929609
10.89340973,6.56084214020688,7.2375156662099,1654060.67798968,1680991.29377033,26930.6157806518
2.43087697,0.599256999492726,0.686850628973264,15743.6509619106,15782.3889481851,38.7379862744965
8.238916397,1.80059226530361,1.73723163679461,633637.216702015,632546.265447549,-1090.95125446608
2.692630053,3.97341396949069,3.83517188683933,23424.703273461,23341.6138174398,-83.0894560211855
12.06816006,2.28575531816625,2.65491149771644,2017630.85857152,2037606.87603816,19976.0174666476
3.144001961,3.19046383406593,2.90796372521995,36540.8747199472,36270.5768484533,-270.297871493895
6.281826019,3.20704879557603,2.60495508972316,291592.793631315,286997.668091606,-4595.12553970935
4.312510967,1.02955092807917,0.452254746226991,88966.2055773072,87540.7131836835,-1425.49239362373
16.37344933,2.90024414402552,3.36061209171741,5121982.96364455,5184198.83687548,62215.8732309267
9.076993942,7.27993154462542,8.10416631701893,973500.085085434,992478.181589885,18978.0965044504
6.929708958,2.70195503961374,2.15959096915582,386264.181561801,380707.551578984,-5556.62998281751
15.17870998,9.10213205077892,9.38297417629499,4748317.55525333,4778554.81437965,30237.2591263223
9.75861454,5.7760295981127,5.70365212300905,1166661.88383107,1164591.0583416,-2070.82548947493
8.966013908,10.1632132076835,9.75427666200782,1002209.78604189,993135.139247789,-9074.6467940989
9.86065197,4.90900493774549,5.0342318873704,1178049.04964601,1181745.54594367,3696.49629766052
2.654905081,1.28369022704506,1.20255835662193,20904.2229210545,20857.4801918912,-46.7427291632848
10.91637993,3.61235740940055,3.11929730070231,1546456.91893489,1526709.45289798,-19747.4660369102
17.45800018,11.17369151316,12.1045656078873,7564037.26107971,7716530.29568761,152493.034607907
14.53151035,4.38101638137794,4.37269376729499,3720443.97364289,3719657.71106627,-786.262576618698
12.79951954,2.66044891489712,2.78458546631476,2431319.74560272,2439333.87334971,8014.1277469839
7.791367054,2.68224483045208,2.93299116303324,548723.224955451,552374.55562534,3651.33066988876
9.103664398,2.90812947967161,2.62928464104624,880555.33929458,874078.145224163,-6477.1940704165
13.02326965,6.80825834649886,6.66100313097707,2843136.79617116,2833122.82433315,-10013.9718380109
6.879426956,2.97534650596294,2.77151801884692,380657.260869165,378614.124973604,-2043.13589556073
0.891429722,0.443323821709525,0.41125561636792,772.985513341705,772.286135983853,-0.699377357852313
10.19810963,2.15804269189844,2.03315986117812,1213353.75899625,1209275.8517355,-4077.90726075112
6.558500767,0.688365254244233,0.828814552244505,309967.355149969,311187.212017149,1219.85686717991
4.277892113,1.4261529906294,2.08704404771863,87796.7362351901,89389.6598094799,1592.92357428977
11.70417023,2.29160091472634,2.58058326817865,1840808.02321757,1855072.92528009,14264.9020625239
5.962296009,0.654913142147433,0.871888386375094,232667.415181048,234083.294923385,1415.87974233631
9.813222885,3.85750197123761,3.14962519097087,1130538.73823905,1109943.4327924,-20595.3054466508
9.948502541,2.27686042970877,1.63312354376706,1130025.00814908,1110510.52191294,-19514.4862361422
8.95533371,2.7328697806384,2.26677237008362,834335.533703449,824029.356779886,-10306.1769235628
2.823244095,1.66814486979768,1.33308527878072,25404.4504945569,25172.3142677873,-232.136226769624
2.076705933,0.639932750577836,0.610690907498664,9827.37364034583,9819.31047928763,-8.06316105820224
1.791018963,0.472715134655824,0.694374827000587,6274.37635220811,6313.58328425733,39.2069320492183
9.484924316,5.26537701310324,5.45442348568959,1057813.14832961,1062779.59491925,4966.44658963685
2.312500954,0.524817973954196,0.529231017664079,13525.4961340406,13527.176328593,1.68019455247122
1.377295017,0.803825771576944,0.721145592239147,2879.95661461252,2873.30605914115,-6.65055547137308
7.556605816,3.34738386160753,2.45950734324294,509438.340469511,497643.054989545,-11795.2854799661
8.506475449,0.810777165890594,0.940077031166177,678638.175551579,681088.494467117,2450.31891553756
2.327033997,0.444228966432166,0.729204446164842,13750.8422396191,13861.4005160503,110.558276431262
4.282458782,1.60710617301104,1.49412064173776,88515.750366945,88242.5520694889,-273.19829745614
5.442636013,1.29101206112753,0.609665633840561,180136.837611016,176754.854476396,-3381.98313462039
7.944108963,2.81563325262585,2.7881402197157,583690.380716628,583266.021332265,-424.359384362935
11.17996979,2.27496859184685,2.16399181014573,1603669.08759916,1598894.56890797,-4774.51869119075
1.338086963,-0.336298909139546,0.319972160492706,2556.83987548537,2605.24728690301,48.4074114176342
14.46502018,3.32347195044714,3.97743010922711,3571063.40000571,3632000.62534306,60937.2253373563
11.43400955,2.08627637960075,1.29449262669267,1706807.19084784,1670367.23690835,-36439.9539394942
14.89247036,3.66643066006753,3.87252759301712,3931967.31019055,3952925.18991347,20957.8797229198
11.18817997,7.49000247153728,7.96911764697165,1832064.11842105,1852722.38319974,20658.2647786925
8.755450249,3.53872236822763,3.33570775053678,796358.001757409,792162.940132711,-4195.06162469799
12.10980034,1.5453030811612,1.89751791064342,1998104.03981357,2017361.28532355,19257.2455099835
4.747769833,0.212949987535004,0.430823256495096,116023.766884019,116741.641341485,717.874457466154
9.394007683,11.6006208055627,11.7344280771057,1189378.31750524,1192793.45371473,3415.13620948931
10.1468401,5.56447726445939,5.22425174399798,1304709.77154155,1293766.80885576,-10942.9626857962
1.478888988,1.10651642571022,0.325880282281475,3595.57122770314,3517.83365746724,-77.7375702359059
2.300146103,1.33025097322606,0.665954194155875,13611.6335356882,13362.7455133538,-248.888022334477
11.66246986,2.12854255186871,2.56403618460415,1813239.14579969,1834507.26052623,21268.1147265411
3.601294994,0.721385286351846,1.19222429082126,51366.4989697599,52043.554213954,677.05524419406
11.64486027,3.23604297317686,2.85580692981516,1858880.05490862,1840394.53333782,-18485.5215707931
4.726016998,1.05039741812641,1.47042614750395,117157.872398813,118522.896803662,1365.02440484901
4.561131954,1.59107543977926,0.710101215276182,106897.77488048,104324.082164576,-2573.69271590351
5.038673878,3.07416529577051,1.59958095270083,149952.849473476,144145.286200202,-5807.56327327379
15.40466022,2.09813215487923,2.37735250015287,4175264.53095908,4206689.80054074,31425.2695816625
6.555475235,1.86683403067621,1.31970727920207,319759.877281303,315014.441783286,-4745.43549801741
7.463350773,7.78719289082246,7.26431741979794,547634.67332777,540942.373169257,-6692.30015851394
4.256474018,0.313792058306174,0.419044488285835,83843.5961044689,84093.4911656863,249.895061217394
3.21053791,1.14244458585359,1.76139389534576,36823.6227506029,37454.2374236183,630.614673015414
3.226306915,4.99081401466428,4.93197334175299,41347.8434004773,41287.0060559756,-60.8373445017205
6.309552193,1.41184258174341,2.13589974498662,281587.809685837,287187.242623824,5599.43293798651
7.455883026,1.56921576643918,1.69225939591231,466647.008380292,468217.125222847,1570.1168425543
4.810454845,2.04453099504751,1.9583086713774,126957.426177327,126661.928731465,-295.497445861809
5.628774166,0.654979130719037,0.970873295559273,195765.988533635,197500.426050068,1734.43751643301
6.267457008,2.70103394343682,3.00611604823026,285760.984263422,288073.402609235,2312.41834581323
1.433897018,0.063175016413769,0.0346855127743652,3182.59008707426,3180.00417145692,-2.5859156173392
13.50002956,2.22497653342848,2.7714385913854,2819773.16080569,2861167.38554192,41394.2247362286
4.842682838,0.191261856584835,1.57743076812697,123046.283664149,127893.024704329,4846.7410401802
0.704468429,1.66507656862744,1.5750001509039,394.650613527335,393.681061112726,-0.969552414609098
6.990938187,0.79072061411448,0.98104472953128,376489.10304568,378491.157049393,2002.0540037122
12.32635975,2.06128266583868,2.36925420867059,2136980.42196205,2154738.28435142,17757.8623893634
4.373835087,2.88237454385785,2.49822487747927,97588.8022471411,96599.1941173202,-989.608129820947
5.41441679,2.92434803061501,2.98373231262575,185331.293248933,185621.496412738,290.203163804574
9.442116737,10.292596844085,10.0106902236255,1173845.3925703,1166539.23636335,-7306.1562069552
6.045268059,1.37065685443299,2.0611810610673,247385.029810343,252081.820196249,4696.79038590618
7.366947174,0.867297766191115,1.0788768998027,441506.301839191,444110.722206628,2604.42036743683
8.294565201,1.30049472569118,1.43080611283254,637777.217616666,640066.708009092,2289.49039242615
10.67070007,4.22537163229911,4.37196176995863,1467308.34496235,1472791.86043528,5483.51547292643
3.847867012,2.24187714955942,2.4922880063531,65323.1781219809,65762.4049884549,439.226866474026
9.642594337,3.29257242400751,2.99970845067897,1056992.2748738,1048908.33227601,-8083.94259778271
1.186794996,0.560520356521849,0.267154813398221,1830.083091022,1814.98535582082,-15.097735201183
5.628164768,5.58083188240225,5.82820163554203,222739.344212091,224097.102888698,1357.75867660699
2.763761044,0.224678392363503,0.197219331897942,22894.1271910499,22876.2802936037,-17.8468974462376
18.78507996,9.91042418478493,10.211037412656,9165620.73616611,9226971.90095591,61351.1647898071
2.092406988,0.576732717200465,0.718228397346721,10034.1393459903,10074.0470964498,39.9077504595225
8.367513657,4.14722389685866,3.94880502012771,706099.397433687,702520.511491012,-3578.88594267436
9.876336098,3.4280114469378,3.35983648311283,1139753.86980879,1137731.83754853,-2022.0322602659
18.04089928,8.04806366958075,7.06870649947384,7782224.38480021,7605176.29945228,-177048.085347928
11.17020035,7.18191152393008,6.42204864675505,1810025.63696425,1777419.92426477,-32605.7126994822
4.203989983,0.423304243987501,0.754395133749015,81030.7145074448,81788.0840396458,757.369532200974
6.277328014,1.80123263278018,1.78669311168068,280260.8373042,280150.111166356,-110.726137844496
1.875848055,2.19925154079086,1.33407706470883,7559.668564737,7383.84695492105,-175.821609815946
9.184277534,6.93893606539438,7.04134954783316,1000294.7447069,1002737.43109529,2442.68638839352
12.99015999,1.8690690428801,1.56274274306723,2488176.89622389,2467503.90279914,-20672.9934247499
8.328205109,4.66987113640422,5.52045211717971,705489.588501191,720616.333532726,15126.745031535
11.78796005,6.21110364068629,5.77465164786976,2078288.30010125,2056277.89537793,-22010.4047233269
6.185744762,2.28703927570633,2.47741549782318,271712.40710593,273099.687581181,1387.28047525097
3.457559109,0.876746500905616,0.600554715825043,45655.9594282495,45304.483830156,-351.475598093501
4.243319988,1.10814675220511,1.22958783277238,84937.2370599534,85222.9030599214,285.665999967983
8.960577965,2.1460453787394,1.99219596619195,822803.698727573,819395.856401414,-3407.84232615947
7.688484192,1.37146953408377,1.68142662445092,508930.650608719,513267.749595427,4337.09898670751
7.425848007,4.06661021761085,4.40573643002226,492515.018717243,496790.402527687,4275.38381044427
7.341170788,3.48632877880087,3.11926248383727,468789.68867885,464318.571282085,-4471.11739676428
5.358241081,4.71995964092087,5.00426635446716,188126.999695935,189473.571281012,1346.57158507715
6.150668144,2.5314757426157,2.25177740371282,268867.376426116,266863.678008092,-2003.69841802336
9.8250103,3.59650721099688,4.06584768194985,1126996.66155726,1140701.14370136,13704.4821440994
5.905599117,1.56541740011025,1.35584418074753,231866.499569608,230537.566051758,-1328.93351784963
2.633574963,2.55934260924328,1.30607627817168,21121.7850301586,20417.0010751829,-704.783954975701
10.2065897,1.6378057977233,1.1107300234958,1199352.95068522,1182098.91837377,-17254.0323114472
7.661591053,2.13157091027298,1.02162397174012,514133.386148853,498764.77221834,-15368.6139305132
4.229275227,1.3419255890663,1.84177939497166,84641.1122788143,85805.2823502361,1164.17007142177
20.39746094,4.05176428374514,3.48197354201106,10203391.9835896,10054517.8317256,-148874.151863938
2.738059998,1.85294602670355,1.19686988807577,23290.3853357232,22875.7572604767,-414.628075246477
15.17376041,2.64516952647189,2.49527831281689,4049155.97162223,4033033.50729283,-16122.464329402
11.70685959,7.52772661637921,7.28749804211057,2100723.90569721,2088857.43765508,-11866.4680421292
3.346111059,0.51104642502419,0.705938116683303,40960.0148638496,41184.8115789802,224.796715130658
5.823659897,1.9129787525378,2.08363374888145,224461.926852822,225499.652623022,1037.72577020014
8.70565033,4.72522264406801,3.89239819053843,806948.055773531,790030.691216565,-16917.3645569662
3.152324915,0.113891575504986,0.448226606827333,33864.7184248317,34187.1595211409,322.441096309209
5.225572109,3.01432279770979,2.31569188205598,167003.039279065,163933.841206818,-3069.19807224692
2.687952042,-0.921004375785727,0.533515716622325,20376.3745868703,21246.0553302188,869.680743348465
2.771151066,0.692946740380681,1.06574402740326,23385.0654593292,23629.3122855578,244.246826228569
6.747755051,5.50869975433904,6.09754694121467,383179.098988323,388749.110760538,5570.01177221548
3.673177004,2.84647866981592,2.06818168036039,57746.6280170179,56559.0927874141,-1187.53522960375
9.638195992,6.70992159945171,6.36249662027806,1149746.81526624,1140169.93887733,-9576.87638890464
19.92670059,9.11384944365378,8.86131322490714,10746244.6662939,10684726.2083045,-61518.4579894468
10.46885967,1.17601017353427,1.59963852879568,1277892.68373175,1292857.06408251,14964.3803507639
8.810330391,3.16768131867377,3.33241050612148,803614.832072338,807083.18052146,3468.34844912204
3.991611004,1.97844079037092,2.45862554753857,72405.0420685907,73345.2601199823,940.218051391552
2.91031003,1.0366949320411,1.05007700839829,27348.8017428977,27358.9576063556,10.1558634578323
2.101519108,1.08664918818738,1.41518391911723,10311.5076603628,10405.3841623625,93.8765019997263
11.3915596,4.41855765366239,3.73935458396642,1794014.17760315,1763102.34294872,-30911.8346544304
11.83162975,2.93668231588904,2.94334608812913,1934499.58767214,1934839.39241689,339.804744744208
11.99446011,2.65410630365351,2.57778566823642,2000460.77083009,1996406.06200429,-4054.70882579172
6.959392071,0.692228291874308,1.01512620862781,370393.328608227,373744.176675458,3350.84806723089
5.41943121,2.77654006196513,3.56272954929688,185122.362613996,188975.051481701,3852.68886770488
4.451210022,2.55194569775613,2.50587860179428,101962.924687161,101837.840999782,-125.083687378545
9.919719696,2.1259936793399,2.91576504991202,1115711.3959925,1139445.62721569,23734.2312231842
1.64715004,1.45105540917853,0.295819485420004,5015.16438199524,4856.21979197999,-158.944590015253
7.160883904,2.74494886522977,3.18557919145639,426711.47430117,431692.856493455,4981.38219228509
4.27764082,1.21159534761519,0.763868482167596,87264.2150407542,86185.2641386776,-1078.9509020766
0.995936811,-0.226348841798324,0.206020781680407,1057.59948028641,1070.74949110933,13.1500108229181
0.529358089,0.530810448219617,0.222856017984208,162.266682329747,160.860276366228,-1.40640596351926
8.593490601,5.40416935729779,4.79848208183631,789424.468311684,777590.433285099,-11834.035026585
3.182816029,2.93014534738399,2.43805518652314,37652.5763736577,37164.0872789062,-488.48909475156
4.234553814,1.52963153718717,1.54628150310921,85397.2415011428,85436.1650024484,38.9235013056023
12.3295002,6.22388964421061,6.74017433511984,2378816.62148278,2408608.73025154,29792.1087687672
11.31060982,2.60823752332995,2.80050298937019,1675392.72479131,1683957.87392473,8565.14913342055
4.458763123,-0.103561214972556,0.686906750439915,95235.7249993791,97392.9878146077,2157.26281522861
10.24147034,7.01958726251528,6.58568196077707,1389678.37217368,1375328.18806478,-14350.1841089001
2.006788015,1.26883307604995,1.1763742412947,9024.30282248433,9001.2974911108,-23.0053313735225
12.06424046,7.14316680234121,7.20971342789841,2278256.94617025,2281854.45256152,3597.50639127241
9.961642265,10.1782021238615,9.75409673399322,1374983.069102,1362075.56718359,-12907.5019184023
8.041658401,3.96052980234349,3.64788580645954,623788.405608881,618782.7319,-5005.6737088802
8.701644897,1.46554118112161,1.33588694752253,739711.403268394,737081.339049714,-2630.06421867968
6.101700783,4.39828659693751,4.23814041401801,275553.31299288,274433.243693469,-1120.06929941115
7.157615185,3.70376195203399,4.00730475096221,436952.067429789,440378.960497948,3426.89306815917
12.1117897,4.96657557032381,4.39535479724364,2186238.23012978,2154991.50272991,-31246.7273998684
4.634337902,0.315773710727379,0.814916911045547,108219.966578931,109749.517110628,1529.55053169695
11.23894024,3.92535586914534,3.72621238062629,1701313.15155934,1692609.17368939,-8703.97786994721
8.882034302,9.6578369358494,9.32929330237616,963408.787573355,956321.076987549,-7087.71058580559
12.92442036,4.4594239513585,4.35738832433931,2622766.01027083,2615983.96563904,-6782.04463178432
6.934268951,2.73065852567523,3.02799583891901,387321.863775904,390374.162538655,3052.29876275104
11.45102024,2.80061820845875,2.07157430977848,1747459.14544286,1713756.66943698,-33702.4760058837
9.667714119,2.57905903369199,3.24932353832755,1045425.00000762,1064071.3229274,18646.322919781
6.377151966,3.03820113155678,2.87042494324772,303721.720080234,302382.085949653,-1339.63413058087
16.11837959,5.21511913655129,5.68205118613704,5184765.02630431,5244964.59831434,60199.572010031
18.81813049,12.454032744146,12.8131971339378,9735945.50417948,9809633.76045284,73688.2562733553
1.049502969,0.74508185747003,0.35608511985899,1272.16338609576,1258.31903657454,-13.8443495212207
8.377878189,6.46566824766209,6.61530272388295,750699.929516623,753408.931818994,2709.00230237085
7.457763195,2.09965698119128,1.25053293933546,473774.021435106,462930.446460512,-10843.5749745938
4.926321983,1.39190051308011,1.44232316023849,133951.844911763,134137.441336159,185.596424395917
8.353439331,1.73756788374103,2.23651009412112,659298.293248547,668252.390285516,8954.09703696903
20.43840981,9.21684893180752,9.40425680053132,11622637.162639,11671898.3314518,49261.1688128077
6.217071056,3.36100107355911,3.55194062021628,283806.937071281,285219.568816699,1412.63174541871
0.751008987,-0.591107009727811,0.0383231489120736,448.726465228834,456.934865605874,8.20840037704062
8.550430298,5.44597079278549,6.08560363133928,778421.385105324,790731.730743875,12310.3456385502
13.05255032,1.26363003814211,1.43164611751149,2482749.97086288,2494253.00891285,11503.0380499717
8.617490768,4.0492904832466,3.88499316488769,769362.845446783,766125.801936194,-3237.04351058847
1.730067968,1.1108616944446,0.484609049522468,5757.08881409748,5657.24649719606,-99.8423169014222
5.304780006,1.24203661573441,0.986082470051839,166567.516471536,165391.15745979,-1176.35901174578
2.810759068,1.14025501029842,0.830928133313223,24708.0035788784,24496.5261119536,-211.477466924782
1.509202003,1.25438980580501,0.678671005989355,3836.88073859215,3775.95116880238,-60.9295697897633
7.745451927,2.90469473707313,3.25876322596691,542261.627700122,547326.904084398,5065.27638427529
13.48206043,1.12104930662641,1.25324765996451,2725239.95651995,2735213.98112939,9974.02460944094
3.340922117,0.576710740806903,0.49163575680349,40845.143760314,40747.4703138466,-97.6734464673282
4.893539906,2.57486415755889,1.6463412529218,135563.384675611,132213.440224086,-3349.9444515254
10.65268993,3.52063342405987,2.86692086363761,1433662.28272232,1409332.38577328,-24329.8969490428
19.56934929,6.74736374225183,6.73820468261031,9632384.10438485,9630270.8312918,-2113.27309304662
7.799635887,1.03330324320678,1.43261865456264,526383.957224219,532217.261625745,5833.30440152588
6.212985039,1.42489308238789,1.23906950908518,268952.00775847,267579.934461904,-1372.07329656603
14.07664967,11.7128249029751,11.5462573218219,4011526.0803439,3997221.8673719,-14304.2129720021
11.07334995,8.13289784542871,7.27669195078253,1803106.14584,1767313.74171558,-35792.4041244211
2.470916986,1.55936158170341,0.729458344784864,16980.4286592687,16594.9702677949,-385.458391473774
8.409585953,11.4913973195045,11.4748056804585,851279.200276966,850975.399616354,-303.800660611712
11.52937984,5.75036217420159,5.33700753382284,1922759.19436806,1903255.52880736,-19503.6655606977
7.930015087,0.646493976274309,1.40180509798681,547286.131904701,558882.540304971,11596.4084002698
7.086094856,1.73926599423975,2.23090602279969,402463.909634068,407849.628773309,5385.71913924092
3.883234978,3.50259550365815,2.97070046459352,69413.9248047714,68455.0044576443,-958.920347127118
2.195090055,0.40244911669976,1.09751489619333,11528.3171405379,11754.6556831942,226.338542656282
12.70538998,8.16563730195521,8.21981709774971,2725698.01799687,2729119.20603539,3421.18803852005
5.749636173,2.86295993853649,2.95723839418059,221570.141971523,222121.849784008,551.707812485605
8.826478958,1.56205466086297,0.875502502781562,774049.341946432,759514.457320715,-14534.8846257174
10.74046993,6.41863980672785,6.63306579735976,1579942.43844857,1588121.86500837,8179.42655979469
5.033814907,0.396655968950042,1.68501119864611,139004.718944253,144064.16458119,5059.4456369369
1.559203029,0.327069119111684,0.932857891657416,4122.78985776124,4193.48748056647,70.6976228052281
4.706975937,1.52518669977033,1.28210474133761,117271.899706027,116491.433249168,-780.466456858558
7.403639793,1.92978434870085,1.49347637760109,461411.268050259,455959.911705887,-5451.35634437192
11.17961979,1.95711053387439,2.12988327818515,1589844.65740596,1597277.10600705,7432.44860109012
10.25712967,6.24710570906834,7.05907898569226,1370397.6300191,1397374.70476885,26977.0747497478
5.817975044,2.63557390822991,2.11185767236523,228186.36317445,225011.045495257,-3175.31767919287
0.605369091,0.40877349411724,-0.0443771624320928,241.850613875858,238.755483668004,-3.09513020785406
13.80282021,7.15867322903431,6.68222397116289,3413233.57935497,3374659.4857873,-38574.0935676671
12.63416958,3.8453028141838,3.70905470812594,2411871.6815015,2403412.15293942,-8459.52856207779
7.789064884,0.795674014486355,1.03672357537581,520789.345501023,524296.362661759,3507.01716073632
6.732309818,8.42474107594483,8.33765724421066,407948.274549719,407130.176432911,-818.098116808629
3.748157024,1.89027480016736,1.93982432416855,59805.4554685499,59885.7837357475,80.3282671975976
3.319379091,1.21712727057076,1.51404107577273,40781.2133315296,41115.5442446514,334.330913121783
2.931798935,-0.0255879598316918,0.0825079402616144,27134.9204066855,27218.7866813194,83.8662746339251
4.892663002,1.28847622266447,1.92586968581113,130851.957487414,133150.323002423,2298.36551500972
7.86943388,1.29654808710117,1.38574531277773,544592.15134489,545930.463431996,1338.31208710605
7.055644035,2.76914441527073,3.03739937783747,408434.777636919,411335.681474753,2900.90383783355
5.708309174,0.352135292654231,1.02361343801837,202448.094909081,206293.392234878,3845.29732579686
5.968617916,1.04154647544791,1.78559690213972,235939.325565411,240810.114225379,4870.78865996806
3.200639009,1.14751782925788,1.4930008604038,36489.1834043779,36837.931933838,348.748529460034
3.198328972,2.20442826076568,2.94197337553372,37474.8249488563,38217.7304404847,742.905491628364
12.74783039,5.70956770027935,5.64962773952164,2596455.60789275,2592632.63810855,-3822.96978420531
9.351488113,6.57169900603563,5.90382333230672,1046683.87647999,1029868.23709312,-16815.639386876
5.860375881,2.86829238891196,3.36743090008797,234653.869476995,237746.820747402,3092.95127040715
1.790879965,0.821667178563171,1.26987619605641,6334.62353312011,6413.88381365971,79.2602805396073
5.078029156,2.43708534700923,2.39476836279561,150925.693928821,150755.095172315,-170.598756506137
2.907617092,1.02709643506603,1.29523179843022,27265.6893929285,27468.6170850317,202.927692103222
11.61590004,3.16916063158216,3.3239279044515,1841818.32390724,1849286.47867918,7468.15477194521
4.180263996,4.2063892166649,3.79182248295301,88174.6120250248,87242.2573340197,-932.354691005065
7.625865936,3.48243407255525,3.12972708680894,525418.80661781,520603.131933948,-4815.67468386196
10.30795956,1.92558575673857,1.92413009582374,1245148.33756233,1245099.25198302,-49.0855793079827
11.53145027,1.70443335833757,2.28259092191851,1732789.85515547,1760084.25719878,27294.402043313
